,Experience (YY.MM),Age in YY.,Stay/Left,New Location,New Promotion,New Job Role Match,Agency,Direct,Employee Referral,Marr.,Single,other status,B1,B2,B3,other group,< =1,> 1 & < =3,Operation,Sales,Support,Female,Male,other
446,5.0,28.11,Left,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
447,5.1,28.03,Stay,5,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
448,4.06,28.05,Left,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
449,8.07,30.11,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
450,4.03,29.05,Left,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
451,3.11,28.03,Stay,7,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
452,11.07,38.06,Stay,6,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
453,1.08,28.05,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
454,6.07,27.06,Stay,6,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
455,2.07,25.12,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
456,4.06,26.11,Stay,5,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
457,9.01,32.06,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
458,4.01,28.08,Left,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
459,6.03,28.03,Stay,6,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
460,6.02,28.09,Stay,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
461,1.07,27.04,Left,6,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
462,5.07,27.04,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
463,11.02,33.08,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
464,6.02,41.04,Stay,7,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
465,5.03,28.07,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
466,7.09,32.04,Stay,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
467,1.07,29.03,Left,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
468,5.0,26.07,Stay,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
469,1.07,25.03,Stay,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
470,7.08,31.09,Stay,3,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
471,3.08,26.11,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
472,7.1,35.06,Stay,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
473,1.08,23.1,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
474,6.09,35.11,Stay,4,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
475,2.11,26.12,Left,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
476,4.08,30.05,Stay,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
477,7.11,29.06,Stay,2,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
478,6.11,27.08,Stay,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
479,7.03,30.11,Stay,6,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
480,1.08,24.01,Left,6,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
481,6.08,28.03,Stay,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
482,5.04,35.08,Stay,5,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
483,11.08,38.07,Stay,4,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
484,5.01,29.05,Stay,6,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
485,2.08,25.11,Left,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
486,3.08,26.1,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
487,2.1,25.09,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
488,3.1,27.07,Left,4,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
489,1.09,24.05,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
490,4.09,25.1,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
491,5.03,27.05,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
492,6.11,27.05,Stay,5,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
493,2.1,25.02,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
494,6.04,30.03,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
495,8.02,33.08,Stay,6,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
496,6.02,29.11,Stay,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
497,5.09,28.03,Left,5,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
498,3.04,27.06,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
499,5.11,29.08,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
500,4.05,33.07,Stay,3,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
501,7.0,30.11,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
502,7.11,35.04,Stay,6,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
503,11.09,36.07,Stay,5,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
504,3.08,26.06,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
505,11.1,43.1,Stay,5,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
506,1.1,23.06,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
507,3.02,28.02,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
508,1.1,23.08,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
509,3.03,26.07,Stay,7,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
510,3.0,24.12,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
511,5.09,27.07,Stay,6,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
512,5.01,27.07,Left,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
513,5.06,29.03,Stay,4,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
514,21.05,46.05,Stay,3,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
515,5.02,26.08,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
516,5.1,27.12,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
517,6.0,26.06,Stay,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
518,2.0,29.02,Left,5,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
519,4.0,36.09,Stay,5,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
520,4.11,28.03,Left,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
521,9.1,32.07,Stay,7,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
522,4.02,26.08,Stay,5,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
523,7.03,31.0,Stay,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
524,11.03,44.04,Stay,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
525,2.0,24.04,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
526,2.0,26.03,Left,4,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
527,2.0,30.06,Stay,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
528,9.08,31.05,Stay,4,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
529,5.07,29.1,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
530,4.02,28.03,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
531,5.06,27.07,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
532,9.04,31.03,Stay,6,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
533,8.03,31.05,Stay,6,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
534,9.0,30.11,Stay,5,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
535,5.02,26.06,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
536,3.07,30.06,Left,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
537,2.0,27.03,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
538,2.0,24.05,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
539,2.01,24.09,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
540,1.11,25.11,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
541,4.02,28.06,Left,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
542,5.08,28.02,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
543,3.05,25.05,Stay,3,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
544,12.02,36.1,Stay,4,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
545,3.04,27.02,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
546,8.0,30.1,Stay,5,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
547,2.0,25.1,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
548,2.01,28.01,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
549,2.02,24.11,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
550,2.02,24.07,Left,4,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
551,2.01,25.07,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
552,6.08,31.0,Stay,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
553,8.03,32.11,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
554,9.0,30.06,Stay,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
555,2.02,25.03,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
556,2.02,28.07,Stay,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
557,2.01,26.02,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
558,2.02,26.06,Stay,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
559,2.02,27.09,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
560,9.05,35.02,Stay,7,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
561,3.04,25.11,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
562,2.0,27.05,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
563,2.0,23.07,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
564,7.0,32.1,Stay,7,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
565,5.02,26.07,Left,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
566,10.0,31.12,Stay,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
567,6.0,29.05,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
568,6.01,29.1,Stay,6,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
569,3.0,28.06,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
570,7.03,31.07,Stay,5,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
571,2.08,25.07,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
572,4.07,29.1,Left,4,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
573,9.09,32.1,Stay,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
574,24.01,52.06,Stay,5,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
575,7.01,37.05,Stay,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
576,6.01,28.07,Stay,6,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
577,9.07,32.07,Stay,7,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
578,2.04,27.06,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
579,2.02,24.09,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
580,2.02,24.06,Stay,4,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
581,2.04,25.09,Stay,3,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
582,2.03,25.02,Stay,6,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
583,2.02,26.04,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
584,2.04,27.02,Stay,3,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
585,3.05,26.1,Left,6,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
586,8.1,39.04,Stay,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
587,2.02,24.12,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
588,10.01,33.08,Stay,7,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
589,2.08,24.05,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
590,6.03,28.01,Stay,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
591,2.01,27.05,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
592,2.02,25.04,Stay,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
593,6.07,30.11,Stay,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
594,5.01,29.09,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
595,2.02,27.01,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
596,2.02,26.11,Stay,6,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
597,2.03,29.07,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
598,2.02,26.04,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
599,10.01,34.05,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
600,9.01,37.02,Stay,6,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
601,5.1,31.02,Left,7,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
602,2.02,27.0,Stay,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
603,8.01,28.06,Stay,6,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
604,2.03,24.06,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
605,2.03,26.03,Left,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
606,2.03,24.04,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
607,2.03,24.12,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
608,2.03,25.03,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
609,2.03,29.09,Stay,5,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
610,2.02,23.11,Stay,3,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
611,7.04,30.01,Stay,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
612,6.07,30.12,Stay,7,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
613,2.02,27.1,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
614,2.02,25.1,Left,6,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
615,2.02,24.01,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
616,2.02,27.09,Stay,7,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
617,4.1,27.07,Left,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
618,12.02,36.0,Stay,6,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
619,4.11,28.09,Left,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
620,4.03,26.07,Stay,6,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
621,4.09,27.06,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
622,3.06,25.02,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
623,8.02,37.05,Stay,5,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
624,2.03,25.1,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
625,2.04,26.04,Left,5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
626,2.04,27.1,Left,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
627,2.04,27.01,Left,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
628,2.05,28.01,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
629,2.03,24.09,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
630,2.03,26.0,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
631,11.02,40.08,Stay,3,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
632,6.05,30.03,Stay,6,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
633,6.05,30.03,Left,6,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
634,6.11,29.06,Stay,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
635,4.02,25.06,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
636,6.04,29.04,Left,7,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
637,11.03,39.01,Stay,6,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
638,5.1,34.07,Left,6,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
639,6.05,27.06,Stay,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
640,5.09,30.09,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
641,7.03,29.07,Stay,7,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
642,4.07,27.04,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
643,2.03,24.07,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
644,5.03,28.1,Left,5,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
645,7.05,31.03,Stay,7,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
646,5.1,29.07,Stay,5,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
647,8.0,31.1,Stay,5,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
648,3.11,28.1,Stay,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
649,9.0,35.02,Stay,4,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
650,2.04,24.1,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
651,2.04,24.06,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
652,2.06,27.06,Stay,4,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
653,2.05,24.03,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
654,2.06,25.08,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
655,2.05,25.05,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
656,11.03,31.07,Left,7,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
657,5.08,29.1,Left,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
658,6.11,31.02,Stay,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
659,4.05,25.08,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
660,4.09,28.04,Stay,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
661,6.04,31.08,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
662,8.04,34.11,Stay,7,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
663,2.11,26.08,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
664,8.11,30.07,Stay,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
665,5.06,25.05,Stay,3,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
666,2.04,27.01,Stay,6,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
667,4.05,26.07,Left,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
668,7.05,33.03,Stay,7,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
669,2.04,24.01,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
