,Experience (YY.MM),Age in YY.,Stay/Left,New Location,New Promotion,New Job Role Match,Agency,Direct,Employee Referral,Marr.,Single,other status,B1,B2,B3,other group,< =1,> 1 & < =3,Operation,Sales,Support,Female,Male,other
670,2.04,24.02,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
671,2.04,24.02,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
672,2.05,26.06,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
673,4.1,29.07,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
674,8.08,34.06,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
675,2.07,27.07,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
676,2.07,24.06,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
677,2.06,25.03,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
678,2.06,25.06,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
679,6.07,29.06,Stay,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
680,2.04,24.01,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
681,8.08,37.06,Stay,5,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
682,7.1,29.1,Left,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
683,5.05,32.1,Stay,5,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
684,2.05,25.1,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
685,4.09,26.06,Left,5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
686,2.05,25.01,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
687,9.05,31.07,Stay,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
688,4.1,30.06,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
689,6.01,29.02,Stay,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
690,6.05,29.09,Left,7,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
691,5.06,29.0,Left,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
692,5.06,32.04,Left,7,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
693,2.05,30.06,Stay,5,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
694,2.07,25.03,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
695,2.07,26.03,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
696,2.07,25.1,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
697,2.07,25.1,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
698,2.08,25.01,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
699,2.07,25.02,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
700,2.09,24.09,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
701,2.07,24.08,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
702,3.0,27.06,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
703,2.06,25.03,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
704,9.05,36.11,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
705,4.1,26.08,Stay,7,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
706,23.06,47.0,Stay,6,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
707,12.02,33.11,Left,5,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
708,2.06,26.04,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
709,4.06,32.0,Left,6,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
710,3.02,27.09,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
711,7.01,31.04,Stay,7,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
712,6.05,32.08,Stay,5,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
713,8.11,31.07,Left,7,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
714,4.02,25.1,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
715,4.1,26.07,Left,5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
716,12.06,33.05,Stay,6,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
717,7.0,35.08,Stay,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
718,7.11,29.03,Stay,6,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
719,6.08,27.07,Stay,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
720,2.08,26.04,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
721,2.07,26.08,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
722,2.07,27.03,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
723,2.09,26.1,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
724,2.07,25.09,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
725,9.01,33.04,Stay,5,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
726,2.09,26.09,Left,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
727,2.08,24.1,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
728,2.08,30.08,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
729,3.02,25.05,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
730,11.07,39.07,Stay,4,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
731,8.08,31.07,Left,5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
732,3.06,27.01,Left,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
733,7.06,34.12,Stay,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
734,8.08,33.09,Left,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
735,11.07,35.04,Left,3,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
736,5.09,28.03,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
737,9.07,35.06,Stay,6,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
738,2.07,28.06,Stay,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
739,5.09,29.06,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
740,5.04,30.06,Stay,7,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
741,13.11,38.12,Stay,5,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
742,8.08,32.02,Stay,5,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
743,6.11,29.07,Stay,5,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
744,11.01,36.07,Left,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
745,6.1,30.05,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
746,12.08,35.0,Left,7,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
747,7.11,31.07,Left,7,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
748,2.08,25.11,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
749,2.08,26.06,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
750,2.08,24.1,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
751,2.09,26.07,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
752,2.09,24.09,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
753,2.08,25.07,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
754,2.11,26.1,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
755,2.08,28.09,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
756,5.1,28.04,Left,6,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
757,8.02,35.04,Stay,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
758,6.04,29.05,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
759,5.03,28.07,Left,7,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
760,4.1,27.09,Stay,6,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
761,2.08,27.07,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
762,4.04,31.07,Left,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
763,8.0,31.09,Stay,5,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
764,6.09,28.1,Stay,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
765,4.08,31.01,Stay,5,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
766,5.09,28.1,Left,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
767,2.08,27.09,Left,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
768,6.08,30.06,Stay,6,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
769,2.1,24.08,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
770,2.11,24.06,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
771,2.1,24.11,Left,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
772,2.09,25.1,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
773,2.09,25.07,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
774,12.09,34.05,Stay,6,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
775,11.03,36.01,Stay,6,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
776,6.03,28.04,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
777,10.08,38.08,Left,6,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
778,3.0,25.05,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
779,8.09,33.07,Left,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
780,3.11,26.06,Left,6,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
781,7.0,33.08,Left,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
782,3.01,26.02,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
783,5.0,27.1,Left,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
784,5.09,29.02,Stay,3,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
785,4.01,30.06,Stay,7,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
786,3.05,27.07,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
787,12.1,40.07,Left,7,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
788,6.02,31.06,Stay,7,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
789,5.09,31.1,Stay,5,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
790,2.1,24.1,Stay,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
791,4.09,31.0,Stay,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
792,10.02,36.01,Stay,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
793,3.01,29.06,Stay,6,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
794,8.09,34.03,Stay,6,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
795,3.0,27.05,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
796,3.05,31.07,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
797,3.1,26.03,Stay,3,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
798,3.0,24.11,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
799,2.11,28.11,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
800,3.0,26.09,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
801,3.04,28.04,Left,4,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
802,7.1,30.07,Stay,4,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
803,7.1,29.1,Stay,5,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
804,2.09,24.08,Left,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
805,8.02,31.03,Left,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
806,13.09,37.08,Stay,6,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
807,3.09,27.05,Stay,7,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
808,4.0,25.11,Stay,7,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
809,2.1,29.11,Stay,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
810,9.1,32.1,Stay,7,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
811,8.1,32.06,Stay,7,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
812,5.11,28.07,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
813,2.1,25.09,Stay,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
814,4.02,24.08,Stay,7,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
815,8.09,36.06,Left,6,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
816,4.1,26.06,Left,7,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
817,6.01,29.08,Left,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
818,9.04,36.08,Left,5,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
819,8.02,33.11,Stay,5,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
820,8.0,30.09,Stay,4,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
821,9.1,33.02,Left,6,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
822,2.1,24.1,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
823,2.1,25.07,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
824,6.02,27.07,Stay,7,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
825,10.06,38.09,Stay,3,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
826,10.07,35.07,Stay,7,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
827,7.05,39.01,Stay,5,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
828,2.1,25.05,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
829,4.1,28.05,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
830,2.11,26.1,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
831,2.11,27.08,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
832,2.11,26.07,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
833,3.0,26.01,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
834,3.0,28.08,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
835,2.11,25.05,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
836,2.11,26.04,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
837,2.1,28.09,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
838,8.11,35.06,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
839,8.02,30.02,Stay,6,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
840,2.11,26.09,Left,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
841,8.11,31.04,Stay,7,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
842,3.04,25.01,Left,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
843,7.04,30.05,Stay,6,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
844,2.1,25.02,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
845,3.07,31.07,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
846,9.0,35.05,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
847,5.11,28.07,Left,7,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
848,6.03,31.0,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
849,5.11,29.01,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
850,8.0,28.09,Stay,7,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
851,2.11,25.02,Left,5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
852,5.07,28.07,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
853,6.05,30.03,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
854,11.03,35.11,Stay,6,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
855,6.02,27.06,Stay,7,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
856,12.01,30.07,Stay,7,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
857,5.04,27.03,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
858,8.0,32.03,Stay,7,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
859,7.0,32.05,Stay,4,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
860,5.08,30.0,Left,6,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
861,8.0,29.06,Stay,2,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
862,8.07,34.07,Stay,6,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
863,7.07,29.1,Left,5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
864,7.0,32.09,Left,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
865,3.0,25.06,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
866,6.0,27.11,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
867,7.06,29.06,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
868,7.02,28.06,Stay,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
869,7.0,28.06,Stay,5,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
870,4.05,26.08,Left,5,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
871,5.02,29.06,Stay,3,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
872,6.04,29.05,Stay,6,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
873,7.0,31.11,Stay,6,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
874,5.0,26.07,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
875,4.02,27.04,Stay,6,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
876,3.07,27.08,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
877,3.03,28.03,Left,5,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
878,2.04,23.01,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
879,3.07,27.02,Stay,7,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
880,5.06,29.03,Stay,6,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
881,1.07,22.07,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
882,5.04,28.11,Left,5,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
883,4.0,22.08,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
884,6.0,29.01,Stay,6,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
885,4.09,27.11,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
886,4.02,27.01,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
887,2.0,24.07,Left,7,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
888,3.08,27.07,Stay,2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
889,3.06,25.02,Left,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
890,0.03,22.05,Left,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
891,0.03,24.06,Stay,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
892,0.03,21.09,Stay,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
893,0.03,22.02,Left,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
894,0.03,22.02,Stay,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
895,10.02,32.08,Stay,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
